p_hat,market_prob,spread_close,total_close,epa_gap,edge,action,r,b_prob,pi_prob
0.6156354589595345,0.7603383714007651,1.241390477926826,43.79117784124592,-0.8918468760227931,0.05857321647747659,2,-0.5652749666594368,0.4001493631916617,0.5835280956602458
0.499996616136798,0.7883985964136064,6.3388852416641495,54.31919044414015,9.207270254449536,0.025631712900240328,0,-1.5024822501318613,0.7872724756734477,0.4789706516449596
0.6186075304926358,0.5365434688559718,-1.6135951582554884,45.01528650055943,-4.276940929280745,-0.031936286123108185,2,-1.042268846268788,0.33905186136693805,0.45378819570244056
0.3141104627643281,0.6799690647052937,-4.65514930454312,41.91753660370215,4.420161268031276,-0.06774453118890872,1,-1.207746765521673,0.625629838857745,0.7211936666659624
0.9025159779864478,0.23700117501329998,2.707080919988819,46.8238099162382,0.26154036368044664,-0.050671312566798465,0,0.6010433671980537,0.6918151703948646,0.23254934290035056
0.2416794010866928,0.4181041411576538,-2.2838299087090386,41.90932836676241,-4.672805281356474,0.08607338071200592,1,0.8433409579671848,0.32939410539080427,0.6510991351713558
0.7582342954533831,0.43163603388070554,-3.1394660249320774,54.43229491673985,2.4335469625754764,-0.07798585360111457,3,-1.572341281124369,0.7078536335792454,0.6280403397040617
0.36838946817435975,0.364179163210253,1.0675332222395009,47.574820612964004,0.7307138657456043,-0.05905961252752733,3,-1.2678247623037557,0.5210232684312813,0.7774358452329762
0.4327478644229819,0.3776765039584564,2.654064553849923,49.003457382777206,2.2222008124647092,-0.1300349160331624,3,1.217424642576992,0.3666235377941138,0.3618788441735247
0.7203956577596378,0.5967920505321176,0.4449796097579397,47.266123144850184,1.62112663175302,-0.004747209499969755,2,1.092255629510977,0.27955253889634246,0.6514914043534017
0.8473196668199093,0.06868341063343927,2.642871771010603,43.4901683112852,4.02312651862122,0.014586835361259536,0,1.7435475827292537,0.30863993156126013,0.6575415308583924
0.19644526837859508,0.5677983853331243,4.020820505718866,42.55475320848375,6.316801758502443,0.0014142333336995727,0,1.6296298166080478,0.3236998091571082,0.4821282821149751
0.5971642359628521,0.16425256017219708,1.4602687137135095,54.4818828190051,-5.553784845787132,0.07711552093457247,2,-0.35095376601641026,0.392062557264792,0.4523656671658026
0.53789069824926,0.7444473549745592,1.8207814159836875,44.75994044617307,-4.02156927417461,-0.004088577916914487,2,0.8693601279049773,0.7510091603034398,0.6655419915783822
0.2490131631378501,0.29832387023115187,-0.8655313940481353,40.87468717967442,-3.878769410232933,0.03263546801378357,1,0.36095255706268475,0.6834588211717487,0.4746766495972698
0.635354542418434,0.25510421561256214,5.692931863920659,47.57029466002273,-4.803100813242436,0.09627332173338539,2,1.0139828244964955,0.8060405415674534,0.2410734423056086
0.26576237332913755,0.4692910775578987,1.6154227194608097,43.66077277725777,-6.705586392787803,0.038514452851923675,0,-0.20464431338991174,0.22125744823763674,0.7520825010735495
0.5154030943591819,0.388106935952647,1.5071951609975769,50.596198358044646,0.05806053531543585,0.06694005775387056,0,1.5428726612254413,0.593827703992093,0.26297693067676653
0.38153366831030366,0.2375046758582343,-0.8639622586665485,45.669103855657255,-2.7550085925587626,0.0035680331027631734,1,-1.696059336783012,0.361895906466577,0.24802567697960393
0.4381079245774021,0.7288911022722167,-2.0533525786070124,54.000737720810186,3.9057280441241744,-0.00628043499206902,0,0.9342387100928271,0.8068176219704246,0.6899218753229139
0.4183952466696299,0.48117255565693634,-2.2853218924299656,46.533764861373754,6.361564061967485,0.03995716403923865,1,-1.311386279850364,0.35519825398121835,0.284868284160077
0.693050337757422,0.2024564284217299,-1.1162155477738285,50.145311039959054,0.08877776000966912,-0.011969248454406318,2,0.16698135456014293,0.7429767668493366,0.28570508278607915
0.26002611341832005,0.12744909288541814,0.19265325604024836,52.738894967786365,4.906416114449867,-0.012291206083290651,3,-1.3602171396024638,0.8681000469975877,0.6406173284321439
0.5763284013658532,0.1372085398179532,1.0965150305691957,52.95318615182854,0.0843429612415229,-0.0411255308314501,3,-0.9989660145602249,0.8170419228646217,0.14623322025497973
0.3917953008916768,0.28097438650808215,-5.2618439277009585,48.30655221748794,5.53164362961581,0.018902891465583653,3,-1.1045167185112608,0.8379018190555049,0.2776732032531188
0.42893773821903497,0.3496828276962592,4.0197998004755675,52.05341834280644,7.7829253505433735,-0.08545109295135178,0,-0.4183746075784908,0.6196176077356002,0.4506279655507724
0.5967851585411745,0.668859950310851,-0.4253714536766441,43.71736074526865,-3.857863090888278,-0.08345217703967339,2,0.7072594215114049,0.42176200773381317,0.3286435924279723
0.35539474515981556,0.4447155665598102,4.693647171626852,49.03537550124077,3.5210363084035294,0.04000392977552731,3,0.8561094517331929,0.3734337043059728,0.6143370589183225
0.41707042542585065,0.9308511310489044,1.6573708211869573,40.4982499685699,1.7029795822383973,0.01591819764087243,3,-0.05344852048025334,0.21158576807223917,0.16954959039590528
0.5063343496295459,0.14180805827797083,1.062107538757653,45.0076406112995,-1.6419789519543002,-0.07942039381027007,1,1.3395211134272118,0.24207510611709174,0.42358200987509265
0.26510846152403617,0.39149288494475015,3.5505122811162897,45.18706870605536,-6.370524272692606,-0.03074300052640021,3,-0.7373876947353496,0.21781380407758189,0.6493040836781763
0.3952464769915693,0.042889314644893324,4.525168512595075,53.10586298995722,0.6002207177048247,-0.02338043674426641,2,0.411009075781517,0.3625386376201462,0.7175114032421396
0.5625140647497483,0.2527128833392421,0.04691743220722699,47.10409572493654,0.0011282364506877438,-0.04188534854293,0,0.678789657112926,0.5353492818223968,0.7241932215131723
0.11593449875168228,0.1856905700813035,4.471100172176546,51.10962945911989,-2.503162160680033,0.05689209872605586,3,0.14090133160144785,0.7519187018030179,0.4460436369995323
0.19302400828250682,0.47902518954867596,0.4061022086299093,47.06697929864629,-3.6306455993953697,0.04264766090580446,0,0.9043314138886408,0.30964463941512527,0.35041383146699323
0.4066672141999295,0.45580246829279014,-0.24683283144806875,44.709026340034704,11.914133605375852,-0.005410890945847716,3,-1.5483336094074225,0.32220841150079,0.6424424135844511
0.5605532279283414,0.21743018178715304,-0.5422749790062845,54.092234251309854,-3.4546536911672447,0.09769916944394275,2,-0.7142382933506218,0.4444407982679587,0.2955915336643815
0.9068147633523634,0.6728048065796465,-3.79893733718385,49.369286111056425,3.6151022962110475,-0.05978327139559436,3,-0.9907451833259721,0.11151217057520357,0.8277366695494157
0.39845175637842106,0.5407836968722102,-7.784921576521906,49.615643624480725,0.5983525612098501,-0.012104807988079993,3,0.45312118948171415,0.22647180370257108,0.25982375995439616
0.1698036608879889,0.6913694048802391,-1.8195258384295858,47.36783906089189,3.982521102689311,-0.0008497092364176791,0,0.32757451510629615,0.6825017361051845,0.37489567192443085
0.13908994321663457,0.7709922480714041,1.1653671606454952,42.7859778652326,-12.144082393505915,-0.025401445298077446,0,-0.23193320263676556,0.3673644543372153,0.13527522427547672
0.39714612700773827,0.4647219188882791,1.7121425472517222,52.52378640110733,8.297081848335363,-0.12587821842273325,1,0.047364519728462146,0.21986894164838333,0.12180064755953746
0.8480405433381658,0.48610279518340993,-5.317216111945877,51.076846425365446,-3.499966160162434,-0.04480972667417045,0,-0.5576981869977058,0.7848478142428942,0.6777723853342659
0.14824897771351775,0.21039751266493104,1.7563887035834775,45.72610075812672,-4.5992870955231515,0.08000875824301708,1,1.4301683781638208,0.6360592343541285,0.7418107580045078
0.41173746713706805,0.5935775136214461,-3.188036455572411,54.05384236649912,8.191636203726162,0.01790232165468368,1,-0.4816293761892202,0.3189439163688417,0.21151667116709563
0.5393251704548254,0.5899528507285359,2.8931159653784295,45.158590228892045,1.7847552741297925,0.041944503564960905,0,0.3463015191453551,0.8365418216494401,0.31884121770495244
0.3199619669052693,0.3925480337622644,1.6365692423935996,40.584472509342106,0.36026172845923143,0.08147536671160634,3,-1.5020380164796805,0.8615306878666487,0.23050530382983167
0.6964589982602788,0.7769029529281746,-3.5176729732947916,43.91366121540871,-5.722093587236019,-0.06195631584468987,3,1.4031611699426418,0.27284397085810347,0.29707609027067877
0.6970727922674722,0.512622594246855,-1.5552652353958916,45.52958822968587,-3.1493906804528695,0.08703007021395355,0,0.020218031688417473,0.7908986366473095,0.3137406540058816
0.1939234406739954,0.6347366442113853,-4.084693463804136,52.30281816136606,4.274984811662696,-0.021439039108075552,0,-0.3161419276081257,0.30685520279456746,0.7333512333123954
0.5896672795115494,0.7794712726646817,2.2798645712320518,51.81445354549898,1.2837002311820909,0.03330034057399252,0,0.7233707361342095,0.6483631074413164,0.19775487856651985
0.6113367863832901,0.6403949522738969,-0.039119293310147664,46.48665097987588,-8.9868330334584,0.04992435964964921,1,0.15736136129402647,0.32183271188101137,0.5800015534070335
0.4222403661995449,0.8887622419730051,-1.044308147222876,50.51329476489643,5.254173215031521,-0.0184520423510253,2,0.22186841438395222,0.7712257106168147,0.31532809767474906
0.27969737062888184,0.2577064058692782,-1.3969429525089874,43.42521829049432,-1.982591026668208,-0.0050152226970276844,2,0.4708085349297054,0.2765564243852153,0.4867996588909672
0.7684734496241028,0.25752257194068345,4.508884302068806,53.359396954085916,5.7096951569543215,-0.0056125998405041275,2,-0.32437355433492615,0.12263225647229686,0.329365514895538
0.2102880233199519,0.1579619019877325,0.3010305881371781,40.92060549460342,-0.7382221697589764,-0.05618330178249357,2,-0.08378546292614235,0.2294598675881214,0.6461210927378067
0.33495006642058367,0.6537164155148137,2.2602107064127095,45.98141706703164,0.6596605007518093,-0.04213785528406005,3,-0.7296260590308086,0.46775937671119805,0.6138749347780026
0.5993590168693158,0.3144432748509715,0.11475321751244508,52.139830397611604,4.822551728429339,0.008831520020616044,1,1.5555630962383613,0.24147444500413917,0.3204018398505801
0.6788077844681117,0.3407926191461657,-0.8032362394905332,47.66122904680572,-1.6562421697476093,-0.09001171253391861,3,-1.0669797512009287,0.43527217706163956,0.5634065159722929
0.7901257201512977,0.27176517106711656,6.7527313532345765,52.20583831117263,-2.866612002398203,-0.01558590521122347,1,-1.286759585143133,0.2705382127766107,0.2065409843306637
0.29030466696113333,0.8941211877407286,-3.668648683165067,42.492637014658385,-6.264484479426747,-0.009755372952341884,1,-0.942682552769694,0.354634772647806,0.8350985091956221
0.7491170867631803,0.9597526344246083,-2.720377681211808,43.77867447130671,0.8740510785456179,-0.028756389180525935,1,1.3198824811426426,0.8618952895688959,0.8609600668280847
0.5044392958680626,0.283923612157636,0.5484663113690558,45.984015634330696,-1.7750434080463362,0.06300755084646896,1,-0.11157447479637496,0.16604424459201184,0.870402891213239
0.5002135634915037,0.5306142658480273,-4.410449164576831,52.8871904796727,2.8050109927659155,0.03040738271485363,2,-0.24481699044991187,0.4917490663805394,0.6586154783155808
0.4289774439913693,0.3957236989018011,-4.888246716745392,54.357380174222314,-1.2049148037557074,0.0032465719752141717,3,-0.2990100952261363,0.7910483646265537,0.4837093226063191
0.7565908249239299,0.26557114283793243,-0.6142559158896218,40.85185894145001,2.336404601521633,0.08035932715335127,1,0.18462763942003801,0.40982845587755856,0.8520990672440827
0.16869930039329645,0.520778102426975,-2.8900432424425926,54.1058025626296,2.0726508156539856,0.009840102344742627,2,-0.24938800135844522,0.885359896931495,0.13807160129039167
0.17019478824112313,0.07458875447929317,3.1643467464785,50.47316110138107,-3.0838353825335236,-0.041676812164183605,0,-1.0678776379343395,0.24480558321282678,0.4797617026649763
0.7950883484834409,0.1147422411990506,1.928235383772495,47.25779302351882,5.4413245808290736,-0.005062325400876234,1,-0.10079676801771767,0.13487453467208646,0.7553749676496746
0.6106187875953989,0.3798204517134359,1.4595691898107472,43.65699262363954,-3.4442442375767532,-0.030310263684109287,2,0.0031154657493354023,0.1335298008185415,0.4626524634536717
0.8412260487015498,0.05552778226538117,0.7182449695320613,44.25720623633665,-8.13806658036043,-0.04135365544404717,2,-1.030542360652374,0.6018937217778282,0.763418660171084
0.6959094476948927,0.5473354699746602,-5.768783559625196,49.96316826450658,-1.1246670335971551,0.017455892290341887,1,-0.9595172868806726,0.4043141064650609,0.8738602381524605
0.387484578731324,0.30085018339391295,-0.9486676158278808,46.30657972302135,-8.420190227034556,0.0759246473408416,2,-0.2160447213664989,0.610981451022074,0.29805883187977095
0.7306097246821639,0.4582071115988224,3.313493774938409,40.470092854943275,0.9145554909721358,0.053333819705259744,1,0.015244180628177091,0.8451278031293409,0.24458998549696886
0.6518903868238308,0.5331804503674276,-1.721831868835768,54.491333151632475,-3.1047580897727665,-0.01111473858628706,3,-1.9517869406580775,0.6610406071442856,0.858138529115685
